username,rating,comment
lengochue1012002,5,"Màu son đẹp, lên màu tự nhiên, giao hàng nhanh, đặt 2 ngày có rồi. Được giảm giá nên còn một trăm mười một nghìn tính cả ship thôi 😘😘🤗🤗 lần sau sẽ ủng hộ tiếp ạ"
lengoctoquyen17,5,"Gần 10 năm tập tành bán bánh , tư tiệm bánh online be bé ở 1 vùng nho nhỏ heo hắt không ai biết . Không ngừ"
lengoctrucling1,3,độ bền màu dex troi lawms công dụng tô mỏ không thần thánh như review đâu các bạn ạ
lenguyen110203,5,"Công dụng:tô môi
Độ bền màu:lỳ

Màu đẹp"
lenhii222,5,"🌟𝐓𝐇𝐄 𝐅𝐀𝐂𝐄 𝐓𝐑𝐔𝐘 𝐊𝐈́𝐂𝐇 𝟐𝟎𝟐𝟏🌟🌟
😍Sự kiện đặc biệt dành riêng cho các trai xinh gái đẹp của cộng đồng game Truy Kích. Đã đến với vòng 2

📌VÒNG 2: BÌNH CHỌN TRÊN PAGE ( 23.11 - 25.11)☀️
- Cách tính điểm: 1 like= 1 điểm, 1 cảm xúc (tim/haha/...) = 2 điểm

🏆𝗚𝗜𝗔̉𝗜 𝗧𝗛𝗨̛𝗢̛̉𝗡𝗚"
lenhung1199,4,son màu đẹp giao đúng.với giá tiền này thì quá ok rồi.nên mua nhé
lenhuongnoikakaka,4,son siu lì chùi nát mỏ mà ra có xíu mà mùi hơi hôi xíu dùng fiu tơ z cho bây dễ thấy
lentrang146,4,độ bền màu ổn công dụng nhấn điểm cho đôi môi trời má mua về màu son ưng cực rcm lag nên tô 2 3 lớp để rõ màu còn tô 1 lớp thì lên màu hơi hồng
leo_142,3,mua son của shop nhiều lần rồi nhưng lần này gói móp hộp mà màu lên là hồng đất chứ không phải đỏ nữa hơi thất vọng
leoanh030768,4,son k khôi môi lên màu đẹp rẻ vcl t mua 7k 2 thỏi cũng đáng mua nhưng mà mùi như mùi sunlight
leodayy10082009,3,độ bền màu cx hơi hơi công dụng tạo vẻ đẹo cho khuôn mặt lỏng vcut nhma thơm lắm ấy
lephuocthanh98,5,"Công dụng:son môi
Kết cấu:đẹp
Độ bền màu:son lỳ

Sản phẩm đẹp, giao hàng nhanh, chưa check mã vạch nhưng hơi lo"
lephuongg243,4,son bóng màu 01 thơm xĩu mùi hoa quả nka
lephuongthaotra,5,"Công dụng:đánh lòng môi. có thể đánh full môi
Kết cấu:son lì mướt
Độ bền màu:lên màu chuẩn

Lên màu chuẩn đẹp cầm chắc tay"
lequan_,4,công dụng son môi độ bền màu lớp tin bám 7 10 nhưng ăn sẽ trôi sạch son đáng với giá tiền okila ảnh nhận xu thoi à lười chụp lắm
lequyen_14022005,1,"Son lên màu mờ quá, như kiểu son bóng í, ko đẹp tí nào qua"
lequyen26054,5,"Son okila lắm lun, giữ màu đc lâu trôi, thơm thơm mùi nho"
lequyen26054,5,"Ảnh mang tc nhận xu, son sale, nên bị tắt hết mấy màu khác, màu này lên môi như cánh sen á, chứ k đỏ"
letgo2003,1,son xấu
lethamhiep,4,kinh nghiệm sử dụng ko biết bao bì dep lợi ích trang điểm không được nhưbmong đợi của mình màu rất rất nhạt đánh lên môi mình ánh hồng nó chỉ đậm hơn màu môi mình chút xíu…
lethanhdiemquynh,5,"Giao cực nhanh, mình  đặt từ 12h30 tối qua thì sáng đã tới rồi. Mình chưa thử màu nhưng nhìn vỏ đẹp. Một cây son nhỏ mà gói vào hộp hơi to nên trông hơi trống trải haha"
lethanhlongcuxi,1,Lừa đảo
lethanhthaothanhthao,1,"Công dụng:hàng đóng gói sơ sài, dễ vỡ giáo về thì son nó vỡ tèm lem hết"
lethi2503,5,Shipper cute . Hàng đóng gói sơ xài
lethidualeo,4,công dụng chét mỏ độ bền màu 10 tạm dc thơm đjdjejs cho 8 đỉm hdheieoekekd
lethihongam251186,3,"Công dụng:son môi
Độ bền màu:cx dc

Son lên khá nhiêu ánh tím ko giống trên mẫu và dùng khá khô môi , ai muốn dùng nên vệ sinh kĩ môi , mùi son khá hôi và dễ làm thâm môi vì độ lì , son giao khá nhanh sipper vui tánhh nch cx ổn ko đến nổi đẹp
,vỏ son rất đẹp"
lethikimyen0916068236,3,độ bền màu ko bền lắm chất son hơi kì
lethingocdang0102777,5,"Hình ảnh chỉ mang tính chất lấy xu , hangg giao nhanh chất lươngh"
lethinhunhi,3,mùi khó chịu quá lỏng jsnshsndndjdndidjdjsnjndndj
lethisusu93,1,Son màu đẹp nhưng ra ít giống như đã dùng rồi son ra rất ít
lethithanhhienhienhuyen,5,"Son đẹp chất mịn lắm ạ
Mùi thơm đặc trưng của son kh nhầm lẫn đi đâu đc
Ncl rất ưng cái bụng đó nha😅"
lethithutra2111,3,màu không đúng lắm
lethuhuong2007,3,mẹo tốt phần vỏ hơi móp còn lại thì tốt
lethuong_2014,4,không bám lỳ như giới thiệu đâu mình ăn cơm với uống nước xong là hết son luôn á giao hàng nhanh mùi son kiểu hoá học á nếu ai muốn trải nghiệm thì mua màu r30 á màu 0308 cam quá mình không thích lắm
lethuyduong591996,1,màu khác hoàn toàn so với ảnh mẫu đóng hàng ọp ẹp
letra1711,4,màu ko chuẩn lắm mua màu cam nhưng tông hồng nhiều hơn cam chất son thì mịn ok
letranyenly.78,5,"Độ bền màu:mới đánh chưa biết nữa

Mềm môi lắm nha, mình ở tỉnh giao 2 ngày là tới"
letuan2331999,1,"Màu k ăn gì hết, đánh lên còn nặng môi, nói thiệt nếu bán 20k mình cũng chẳng mua :(( phí tiền v~~"
letuyetnhi31102007,2,màu ko ưng lắm giao đúng màu mình chọn nhưng màu hình một kiểu màu mình nhận 1kiểu
levananh0606,5,"Công dụng:tô mui
Độ bền màu:ăn uống xong vẫn còn 1 lớp bám trên môi rất chinh

10đ không nhưng!!! Mãi chung thủy với bl A12 😬🫀😬🥺🙊👉🕶☹️"
lf5x79yly7,4,độ bền màu hơi dễ trôi công dụng tô son vô môi khá nặng tay màu đỏ nâu trầm thì phải màu lên khá đẹp chất son mướt mùi thơm
lgfiir_37y,4,công dụng đánh son độ bền màu đẹp màu bền nha dep lắm ý rẻ mà rất chất lượng nhé hd jcg
lhbochu,1,"Mua có 1 cây son mà đc tặng quá trời quà z chời đất ơi Son lên màu đẹp nha Nhưng ko quá lâu trôi như lời đồn đâu hehe --------- RỒI SAU 1 THỜI GIAN SỬ DỤNG SON MÔI BỊ LỠ NHA, LOÉT ĐỎ ĐỎ NÁT MÔI XỜI TUYỆT VỜI NUÔN !!!"
lhvw4knxlr,1,rất không hài lòng.
lhyeavbjs6,5,"Công dụng:đeo kíh trânsh nắbv
Độ bền màu:đen bền đẹp giao khá nhanh cẩn thận kĩ càng"
li_stna92i,5,"Hiệu ứng làm đẹp:hoi???

đẹp chất son tốt.   trơn.  nhưng mà khôngg lì lắm đâuuuuu"
lien_1710,2,hàng mới nhưng không hiểu sao đã được khui hộp giao hàng phải 1 tuần mới nhận được được tặng kèm mẫu kem chống nắng
lien0352234319,1,"Màu tạm đc,nhưng mà đọc cmt là lâu trôi rồi phải dùng nước tẩy trang mới trôi ,vãi điêu vừa thôi,bôi vào tay lau 2 phát là gần hết màu chứ đưa lên môi chờ khô rồi lau 2 phát hết sạch chả còn tí màu nào."
lien254,5,"Chất son lì, vẫn dễ trôi. Màu son lạ, tôn da , bạn nào muốn trang điểm theo tông ma cà rồng thì chuẩn. Đóng hàng cẩn thận"
liennguyen251004,4,về độ che phủ thì kh
liensm,5,"Sp chat lượng , xài ok. Minh xài cây thứ n rồi ưng lém nnnnnnnnnnn"
lienthilien,5,"Đóng hàng đẹp, cẩn thận, check thấy hàng chính hãng rồi ạ, chưa dùng nên chưa đánh giá được chất son"
lieudao5281,4,Cọ cũng được nhoooooiooooooooooooooooooooooòoooooooooooo
lieunguyen766,5,"Độ bền màu:khá bền màu

Tuy ăn uống có phần trôi nhưng vẫn giữ màu nhẹ nhẹ trên môi"
liiloo23,3,màu son thật hơi sáng hơn ảnh đánh lên môi một chút son bị đổi màu hơi hồng không biết do môi mình hay do son chất son mềm mỏng nhưng đánh lên bị lộ vân môi không muốn lộ vân môi phải đánh một lớp rất là dày độ lì không quá cao ăn uống qua một lần là trôi hết uống nước bị dính lên ống hút rất nhiều
likpio,4,"Độ bền màu:Chưa biết
Công dụng:Trang điểm

Sản phẩm nhìn chung OK, chưa khui được khó khui,....."
likpio,4,độ bền màu chưa biết công dụng trang điểm sản phẩm nhìn chung ok chưa khui được khó khui
lilghosst,5,Son này thì đỉnh khỏi bàn rồi :3 mình mua a12 được 5caay r á đẹp xĩuuuuu nên mua nha mua ngay sale ship luôn 200k quá hờiiik
lilymabel238,4,giao hàng rất nhanh mặc dù đang trong dịch màu lên xinh chất son mịn mùi ngọt hắc mà k hiểu sao check hiden tag ko ra
linahuynh89,3,hơi thất vọng mụt xíu vì màu ra ngoài như màu hồng cánh sen í nhma nếu đánh chèn vô là cũng đẹp
linanguyen___,5,"Nói chung thì chất son đẹp ko có gì phải bàn r, khô môi là điều k tránh khỏi"
linannguynngc,1,hiển thị màu đỏ cam nhưng lên môi sang hẳn đỏ trầm thất vọng
linaphi,3,công dụng son kem số 302 hiệu ứng bóng mờ độ bền màu cũng ok hình ảnh chỉ mang tính nhận xu dv giao hàng cũng ok nói chung là ổn
linchieee,1,son đánh lên môi màu tím thâm như miếng thịt bò 🙃 quánh xong tưởng bị đánh động lòng môi lộ vân môi xấu ma chê quỷ hờn bóng đâu ko thấy thấy sợ ma 🙂
lindatrn288,4,Son xinh lắm nha mn . màu đẹp lắm
ling020304,5,"Son quá trời xinh luôn, nắp khá dễ dính dấu vân tay, nhưng đc cái là son có tem chính hãng. Màu lên hợp với mọi loại da luôn nè "
lingg_ntt,5,"Công dụng:đẹp
Độ bền màu:k lâu cho lắm

Sau sẽ ủng hộ shop tiếp"
linggng391,4,độ bền màu lớp tin lì công dụng đánh mỏ màu cũng ok dễ trôi bóng lớp tin bám chắc màu kh giống hình lắm khá hồng
lingnguyenmai,1,"Thấy nhìu ng phốt quá mà lỡ mua r nên để chưng thôi , :(((("
lingnguyn424,1,Không ổn
linh_adela06,5,"Công dụng:đánh lên môi
Độ bền màu:khá lâu

Son đẹp mịn lém nhaaa giao hang nhanh đẹp mê li"
linh_jira,4,giao hàng nhanh màu đẹp lâu trôi nhưng mà chất son lại hơi lỏng
linh_linh174,5,"Chất mịn, son xịn nhưng lên màu ko tươi như mình nghĩ."
linh_linh2908,5,Hình ảnh video mang tính nhận xu... rất thích son của hãng này mà mk săn sale đc giá rẻ
linh1306006,4,hiệu ứng làm đẹp để lm đẹp mẹo ko có son bóng lì chả có j nổi bật lắm cũng lên dùng thử
linh2833,4,"công dụng tot người đẹp và quái vật 2017 ‧ ca nhạc lãng mạn ‧ 2 h 19 m tổng quandiễn viênxem phimcác bài hátđánh giáđoạn giới thiệu và clip kết quả chính hình ảnh đoạn giới thiệu cho beauty and the beast 2 26 disney it đoạn giới thiệu · 2 26 disney it upload wikimedia org wikipedia vi 4 4f ng c6 b0 e1 beauty and the beast oficial site disney movies beauty and the beast fun facts in honor of its 30th aniversary ema watson nàng bele xinh đẹp của beauty and the beast điện beauty and the beast nhạc phim 2017 – wikipedia tiếng việt beauty and the beast disney movies sức hút khó cưỡng từ beauty and the beast beauty and the beast lọt top 10 phim ăn khách nhất mọi thời đại beauty and the beast bông hồng kiểu pháp vnexpres giải trí beauty and the beast"" bộ phim cổ tích lộng lẫy cho mọi lứa tuổi beauty and the beast xem tất cả mô tả xem ngay 29 0 ₫ bạn đã xem rồi muốn xem tất cả tùy chọn xem 84 đã thích phim này người dùng gogle mô tảngười đẹp và quái vật là một phim điện ảnh nhạc kịch kỳ ảo lãng mạn của mỹ năm 2017 được đạo diễn bởi bil condon với phần kịch bản phim do stephen chbosky và evan spiliotopoulos thực hiện wikipedia ngày phát hành 17 tháng 3 2017 vương quốc anh đạo diễn bil condon quay phim tobias a schliesler tác giả kịch bản stephen chbosky evan spiliotopoulos phòng vé 1 26 tỷ usd phả"
linh7527,3,"Bình thường là ok rùi á chỉ đc cái giao hàng nhanh giá rẻ thui
Chất son lỏng màu không giống hình ra màu hồng cánh sen
Chất bóng với teen đánh lên bị tách ra bặm môi bay luôn màu bóng còn mỗi lớp teen màu hồng cánh sen tẩy trang đi cũng không hết nổi"
linhbng572,1,"siêu tệ luôn, mng kh nên mua nhé 🥲"
linhbuith986,4,"Lợi ích:tô
Làm đẹp:môi
Kinh nghiệm sử dụng:bth

Nói chung là ổn ko đẹp đc cho lắm màu ko giống hình sẽ mua tiếp"
linhchi_1508,5,"Màu son này thì đẹp khỏi phải bàn rồi, hàng chính hãng mua yên tâm"
linhchi090107,3,màu khác với ảnh lắm luôn màu trong ảnh thì đỏ đỏ ra bên ngoài hồng thì nhiều đỏ ko thấy đâu 🥲nhưng dc cái lúc lau phần bóng đi vx giữ mày trên môi
linhchi9795,3,dòng này bột qá ạ bôi lên k bám môi mà bệt bệt theo từng mảng bột cứ như trét bột lên môi hơi thất vọng
linhchinguyn478,2,chờ
linhdan310303,5,"Mình da ngăm đánh lên tươi sáng hẳn luôn á, màu này thích cực. Son mịn nữa, son màu nắp vỏ màu tím xinh quá hông muốn xài tí nào ngắm thôi. Mua shoppe mall yêu tâm chứ mua cửa hàng bình thường đã bị lừa rồi "
linhdark.vn,4,lợi ích trang diem mẹo nhanh bao bì mới chất son mình vẫn thích nhưng màu này không giống ảnh mẫu lắm màu này thực tế rất bợt khó đánh cảm ơn shop
linhdiu791,2,giao hàng quá lâu.
linhduong632,1,đặt 06 giao 04
linhebeng,1,công dụng làm hồng môi độ bền màu chưa bt thật sự rất thất vọng 1 brand uy mà làm ăn tắc trách giao hàng thiếu mà khách nhắn còn không thèm phản hồi ghi rõ ràng là đơn trên 249k thì đc tặng 1 dashed brown bil cũng ghi là có 1 son và 1 chì kẻ vậy mà lúc mở ra thì chỉ có mỗi thỏi son bỏ ra gần 30 mà nhận lại cách phục vụ rất tệ
linhgucc,2,chờ
linhh7012,4,độ bền màu ổn màu 25 ko hợp màu môi mình mình pas nhanh 150k freship ở hà nội nhé
linhha046,4,làm đẹp ổn bao bì cute kinh nghiệm sử dụng tầm 2 3 tháng ổn nha nma hơi bị khô í
linhharty,4,môi base hồng nên đánh đỏ lên môi vẫn màu hồng nên chưa có ưng lắm lau cái cũng trôi 80 ròi hàng ở nước ngoài nhma shop giao nhanh
linhhkhanhh149,1,hàng không đúng
linhhlinh471,1,"Sản phẩm chata lg kém, đánh lên môi vừa khô vừa bột, ko nên mua nha, lần đầu tiên đánh 1 sao"
linhhlinhh1602,1,công dụng son độ bền màu k màu trên ảnh là tông đỏ nhận hàng tông hồng muốn hoàn hàng thì ko đồng ý làm ăn quá chán
linhhnk,5,"Black rouge A12 test thực tế là màu bên trái, đúng là màu son quốc dân như mn nói. Màu này ko kén da, son có mùi trái cây nhè nhẹ, ít khô môi (nếu có dưỡng môi cẩn thận) và lên màu rất chuẩn. Xứng đáng cho lần mua đầu tiên."
linhhphuong391,3,độ bền màu kh bền lw nch vs giá này thì ok nma màu kh đẹp chán bài tập thì còn 1 đống mà còn cầm điện thoại bấm bấm
linhhthuyy015,1,rất không hài lòng.
linhhthy887,4,Màu son đẹp xỉu
linhhvu410,3,ở ngoài màu son nhiều đỏ hơn không chống nước đâu nma cũng ổn ạ
linhi809,1,son xấu nha mng
linhinh963,5,"Làm đẹp:đẹp

Hàng đẹp chất lượng ok có quà tặng kèm"
linhkast10,1,công dụng to moi độ bền màu 0 chất son nặng môi màu thiên về tím không ưng chút nào thất vọng😢😢😢
linhkhu3hycuong,5,"Kinh nghiệm sử dụng:đã được cải thiện dưỡng nhiều
Lợi ích:chét lên môi
Bao bì:vẫn xinh như ngày nào

A12 thì khỏi bàn về màu rùi, có điều là vẫn cảm thấy bị khô môi nên mn dưỡng môi kĩ trước khi dùng nhé, shop đáng iu xĩu
Mới mua một cây gần đây chưa kịp dùng bị rơi mất, tiếc đứt ruột, lại phải mua cây mới😢"
linhkiengiasi_saigon,5,Check so với cây đang dùng thì tem mác y chang nhau nên có thể yên tâm rồi
linhkool555,5,Màu đẹp thiết kế đơn giản nhỏ gọn mịn son mùi thơm hương kẹo dâu
linhlanmini,5,"Lợi ích:son môi

Màu son hơi đỏ son với son mình lúc trước"
linhlinh_79,3,giao hàng khá nhanh nhưng mà màu son k giống trog hình nên hơi thất vọng h anh mag tính chất nhận xu
linhlinh120115040507,5,Siêu xinh lunn đánh nên tôn da đúng A12 mãi đỉnhhhhhhhhhhhhh
linhlinh2k...,5,Mua 2 thỏi để đc hộp quà thôi ạ. Màu này mk dùng rất nhiều thỏi rồi. Nchung là ưng lắm ạ
linhlinh981linh,5,Màu rất đẹp đánh đỏ  thâm :)) do môi mk thâm á. nhưng ngược lại răng k bị sỉn màu. Kem rất mượt mà k bị dính răng. Mk rất thích màu này.
linhlinhqm,4,son đẹp mùi thơm nhưng m thích nó nhẹ mùi hơn xíu thì hay hơn
linhlinny_03,4,"Công dụng:dưỡng môi
Mùi hương:mùi hơi hắc
Dành cho da:môi

Shop đóng gói cẩn thận, sản phẩm được giao nhanh shipper thân thiện"
linhmaidangthi,4,Đã từng mua màu này nhớ là son lên nó như ảnh . Nhưng son nhận được có độ bóng hơn mà còn chút hồng đỏ không thấy cam chỗ nào
linhmaidangthi,4,đã từng mua màu này nhớ là son lên nó như ảnh nhưng son nhận được có độ bóng hơn mà còn chút hồng đỏ không thấy cam chỗ nào
linhmy170998,5,"Son xinh, chất lượng lắm ạ. Mình toàn mua hàng ở shop này. Đợt này còn được tặng thêm cả chì kẻ mày nữa, siêu xinh. Shop giao hàng nhanh nữa"
linhnga99bsls,3,màu son k hề bóng 1 chút nào lên môi màu quá trầm như bị thâm vậy chất son lì nha mí pà ăn uống thoải mái nhưng mk đg cần son bóng nên say bye với thỏi này luôn
linhngoc1,1,"Mọi người nhìn vid và hình mình có chụp rõ. Lúc đầu nhận hàng về test thì màu cũng tạm giống mẫu. Sau 1 tuần mình ko dùng, ko bỏ chỗ nắng gắt hay lạnh đông mà nó bị như vậy đây 🥲 khum hiểuuuuuu"
linhnguyenb,5,"Hiệu ứng làm đẹp:tot
Làm đẹp:depj
Bao bì:xin

Hàng chất lượng mọi người nên mua nha Hàng chất lượng mọi người nên mua nha"
linhnguynththy187,4,sản phẩm oke đóng gói oke nha săn sale được giá khá oke nha mùi hơi ghê màu hơi sáng
linhnhi813,4,thấy ghê
linhnht861,1,"Công dụng:son
Độ bền màu:tạm

Màu không như mình nghĩ, nhạt quá. Chỉ hợp làm son bóng"
linho928,1,mùi y trang sơn móng tay ấy đánh lên môi nó sót nói chúng ko nên mua
linhpham.07_gilli,4,Ổn lắm ạ
linhpham106,4,giao đúng hàng gói kỹ nhìn cây son thích lắm nha mùi thơm màu đẹp đúng ý mình son mịn lắm nha điểm trừ duy nhat là giao hàng quá lâu mình đặt và t ngày 12 mà tới ngày 14 shop mới nhận đơn chuẩn bị các kiểu cùng la hàng nc ngoài nhưng shop khác 17 18 là có riêng shop là phải tới 2 🙃
linhphan2021999,4,công dụng son độ bền màu chưa biết giao hàng nhanh khoảng 10 ngày gói hàng mình không ưng lắm dù có bọc chống sốc nhưng mình nghĩ ít nhất shop cũng nên bọc ngoài bằng hộp son thơm lúc mới đánh lên môi hơi hốt vì màu đậm quá tán bớt khá oki
linhphnth360,3,"Độ bền màu:màu k đẹp lắm
Công dụng:son lì"
linhphuong74744747,4,son bóng có mùi thơm nx mk ko thích mùi này cho lắm chất son tạm đc lau đi là sẽ đi hết ko để lại gì cả
linhrin_1990,4,độ bền màu được công dụng son o31 màu đỏ cam đất khá hợp với mình mềm môi mịn lì
linhro7101995,3,"Giao hang lau
Dong gói cẩn thận ky càng
Màu 08 k đuọc đẹp lắm
Son thơm
Màu k chuẩn"
linhro7101995,3,giao hang lau dong gói cẩn thận ky càng màu 08 k đuọc đẹp lắm son thơm màu k chuẩn
linhshi.22,4,độ bền màu do là son tint nên độ bền màu khá kém công dụng trang điểm cho đôi môi
linhth589,5,"Công dụng:đi đâu cũng dùng đc màu này
Kết cấu:10đ
Độ bền màu:chưa dùng thử nên chưa biết.........

100₫"
linhthy819,4,đặt chung chỗ mà 2 cây hãng khác nhau hahaha cây hồng đậm màu cx k giống trên ảnh
linhtrng191,3,kinh nghiệm sử dụng xem kỉ quảng cáo trước khi mua hàng mk nghĩ là herorange nên đặc nhm lại giao 1 mẫu khác tuy nhiên màu khá đẹp nhm hk bóng nha đính chính là ko hề bóng như quảng cao
linhtrng191,3,độ bền màu ổn màu io giống vs mô tả cây oule song trên ảnh là màu cam tuy nhiên khi mk nhận thì nó là 1 tone hồng ko vó tí cam nào vs herorang mí bạn da ngâm nên cân nhắc nha tại màu nó sáng lắm khum hợp đâu
linhtrnh877,5,"Độ bền màu:xịn quá tr
Công dụng:chet len moi

dùng quá ok luôn mặc dù lần đầu tiên mua mmm"
linhtrnh985,4,ok lắm luoon
linhtrnthy819,1,kinh nghiệm sử dụng mùi nồng hiệu ứng làm đẹp lì
linhuninidol,4,Son rất đẹp lắm lúc không đẹp cũng hơi hơi đẹp mà cũng khá đẹp nhưng mà cũng k đẹp lắm
linhwe12,3,độ bền màu ko nha mn ăn uống trôi nha công dụng làm đẹp thôi chứ bấm dính ko ổn chất son thì khô nhanh màu lên thì xiu đẹp nha mn mà có điều hơi thất vọng là chất son bấm ko đc lâu cân nhắc khi ăn uống tránh trôi son nha son này dính tí nước là trôi m nó hết k thì tiền nào của đó nha mn nghĩ là mn nên sắm 1 cây về cho bản thân để làm đẹp hơn nhà😽💓
linhyen1232002,5,"Độ bền màu:Tạm, dễ trôi bù lại màu đẹp
Công dụng:Thoa môi

Mua BlackRough của Shopee Mall nên rất an tâm. Áp mã nên 200 là săn đc rồi. Màu A12 best seller, lên màu xinh, son mịn"
linkdieuj,4,"Bao bì:Xinh
Kinh nghiệm sử dụng:janxns
Mẹo:shhkajwn

Bài đánh giá mang tính chất nhận xu :333"
linlin.48,5,"Son lên màu đẹp lắm nha mn. Đựng trong hộp có bọc chống sốc, đóng gói kĩ và đẹp. H/ảnh mang tính chất nhận xu"
linnhdan97,3,son đánh lên môi cảm giác mềm môi nhưng lấy giấy lau là hết không lì như mình nghĩ
linnhhkhnh344,5,"Công dụng:chét mỏ đó
Độ bền màu:bình thường

hàng real 100% nhá, mùi kẹo dâu, chất mướt bám môi lắm, màu thì khỏi bàn rồi, nói chung là đáng tiền"
linniedaan207,1,"màu k hề giống ảnh, trước mình có mua một cây 301 trên fb giá đắt hơn tí nhưng chất, mùi và màu lên môi cực ưng, còn lần này mua chỉ có thất vọng :)"
linnnhoangg,1,rất không hài lòng.
linphan296,4,công dụng làm đẹp độ bền màu 7 10 màu lên ko tương đối đúng chỉ có điều là rẻ và hàng cũng vậy
lion41230h,5,"Công dụng:đánh lên môi
Độ bền màu:uống nước là sẽ trôi

A12 là màu quốc dân ròi đẹp chất son mịn tôn da đáng mua lắm nha mọi người"
liplip773,5,"Công dụng:làm đẹp
Độ bền màu:tốt

Giao hàng nhanh giá cả tương đối ổn chính hãng nên hàng chất lượng sẽ quay lại ủng hộ lần sau"
liqjaq,3,em khồn thể nào lặng thinh vờ nhue không thâyd tốt siweu tốt son nhanh khô
lis0903,3,"Shop hỏng có tặng quà đúng như shop báo ha, nhưng mà sản phẩm mình nhận được rất ổn nha"
littlegirl22,4,đóng gói oke giao hàng đúng hạn giao hàng đầy đủ màu 302 304 dễ dùng còn 101 201 thấy hơi kén độ lì kém ko như quảng cáo đâu mọi ng chắng hiểu sao thấy mọi ng đánh giá lì mình uống có ly nc mà nôi trôi sạch rồi cũng k có lớp tint nào luôn 😅😂
liutrn459,5,"Đóng gói siêu chắc chăn luôn ạ
Tặng quà siêu xinh
Có tem dán ở nắp và thân"
liznguyen079405,5,"Độ bền màu:tốt

Rất thơm và mịn lun, sài thích cực"
lizpham,5,"Màu son xinh, mềm môi và lâu trôi nữa.
Sẽ thử thêm các màu khác."
lizspj5_3v,1,nhìn trên ảnh thì màu đỏ mà lúc test ra tay thì lại là màu hồng chán
ljf0egyth2,4,mẹo đánh son kinh nghiệm sử dụng đánh son lợi ích đánh son tớ thấy cnay thơm nhẹ màu trên hình khá xinh nma tớ mua về lại thấy màu cam í
lk8_yevlfq,1,rất không hài lòng.
lko32wck8k,4,đc
lkxiwh2r5o,1,Giá rẻ nên ko mong đợi nhiều Màu khác hẳn với ảnh luôn Tẩy nhẹ 1 phát là bay sạch màu luôn Cx hơi thất vọng😔
lleo97,5,"Sản phẩm đóng gói cẩn thận, đẹp, tỉ mỉ...đóng gói không có điểm gì chê. Màu son đẹp"
llimlim586,1,son loãng toẹt như nước lã màu tạm được không nên mua đâu mọi ng ơi được cái tinh hoa phát tiết ra ngoài nên hình thức đẹp lắm bé bé như cái đũa thôi có quà tặng kèm nên cho 2 sao
lmit2001,5,Son giao nhanhhh . Màu xinhhhh nchung là oke nhé maya chị em fkb
lmtrami,5,Shop giao hàng rất nhanh a shipper cực kì đắng iu cute phô mai que luôn
lmycho509,4,"Hàng đẹp lắm nha rất nên mua, đóng gói cẩn thận giao nhanh, màu lì và đẹp💞💞"
lna_ptpw,3,công dụng đỏ mỏ độ bền màu tạm ít khi mình đánh giá 4 sao lắm nma son này chất tệ thật sự màu cũng k giống mô tả
lna3103,1,thất vọng
lngdinh815,1,rất không hài lòng.
lnnguyn459,4,"Son lỏng lắm, khó đánh, mùi hắc + nồng khó chịu"
lnsquz,1,"Công dụng:son
Độ bền màu:bình thường

Ko giống màu trong hình
Hình ảnh mang tính chất minh hoạ"
lntrnth696,1,rất không hài lòng.
lntry000,4,"Công dụng:đánh môi
Độ bền màu:cũng khá ổn"
loan.oops,4,"Độ bền màu:không

TÁC HẠI CỦA VIỆC THỨC KHUYA, NGỦ MUỘN
Giảm trí nhớ.
Uể oải, khó tập trung chú ý vào công việc.
Ù tai, chóng mặt, mắt mờ."
loan_30121995,5,Màu đẹp và son thơm lắm luôn. Giao hàng còn nhanh nữa mình đặt 2 ngày là có hàng rồi
loanbin673,3,"Bao bì:bọc lệch nhưng cg oke
Mẹo:không có
Hương thơm:mùi kiểu màu sáp

Màu được nhưng với giá này thì oke , mùi hơi lạ kiểu sáp màu,"
loanbui331,4,làm đẹp son môi lợi ích làm đẹp bao bì đẹp hàng rất đẹp mỗi tội màu ko giống ảnh ☺️ khác lầ buồn lun í huhu
loancdh,1,"Độ bền màu:không
Công dụng:son

Hình ảnh lên màu rõ đậm mà nhận về đánh chả lên cái màu gì nhạt nhòa hết mức k có màu gì luôn CHÁN"
loankim716,2,công dụng quánh mỏ độ bền màu không bền lắm t thấy son trên ảnh đẹp nên t mua mua xong không giống tí nào cả nu03 chả giống ảnh nha bịp
loanloan_tran,5,"Công dụng:A12
Độ bền màu:tốt

mùi thơm nhẹ, màu lên môi đẹp"
loanloan1128,3,bao bì thì cũng xinh cơ mà màu lên xấu quá khác hẳn với hình trên hình tone cam mà lên môi tone nâu không hề có ánh cam son cũng cảm giác khô môi sẽ ko mua lại
loanmiumiu,5,"Shoppeee mall nên tui ko có í kiến j, màu này hợp này các bạn ơi"
loannguyen01071977,5,"Giao hành nhanh,son rất chất lượng,màu đẹp 😍😍😍😍😍😍😍😍😍😍😍😍😍🥰"
loannhunh505,1,"Hàng mùi kinh khủng k xài đc ,"
loanpham2k1,5,"Sản phẩm dùng tốt, hình ảnh mang tính chất chỉ minh họa cho sản phẩm"
loanqunh547,1,Giá rẻ. Giao nhanh. Đc tặng 2m mặt nạ. Nhưng màu k ưng. K lên màu như hình. K bền màu nhanh trôi. Đánh lên môi cảm giác vị ngọt ngọt khó chịu
